name,comment_id,reply_name,reply_text,source,text
乐2,回复<a href='http://m.weibo.cn/n/小鹿不喜欢套路'>@小鹿不喜欢套路</a>:那么你又做了什么,4087669912338586,"回复<a href='http://m.weibo.cn/n/忆起呢喃细语'>@忆起呢喃细语</a>:中国呀、大家就靠你舍己为国了。不要光靠个嘴巴爱国、说话谁都会，有本事就干点实事吧。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png"" style=""width:1em;height:1em;;""></span>",忆起呢喃细语,小鹿不喜欢套路
小米手机4,"回复<a href='http://m.weibo.cn/n/A卖电筒的菇凉'>@A卖电筒的菇凉</a>:少年强则国强, 我只知道如果这次妥协了……以后中国人只会更没地位可言……那些说失业的什么供货问题的真让我怀疑汉奸已现形………",4087669892005478,看了评论真心寒，怎么有这么多SB，你们不抵制韩流，让韩国继续挣着我们的钱，再来打我们？没有国，哪有家！这个事情告诉我们，国货当自强，我们不能一味的扬眉崇外！说找不到工作的，你是傻子吗？现在只有肯努力有能力都能找到工作，不要为自己的懒和无能赖国家！是我们自觉抵制的和国家没关系[加油],青花悬想2010,A卖电筒的菇凉
微博 weibo.com,回复<a href='http://m.weibo.cn/n/小赛艇跑得快'>@小赛艇跑得快</a>:不敢，跟您比起来差得太远了！,4087669841845197,回复<a href='http://m.weibo.cn/n/陆压-道君'>@陆压-道君</a>:你不就是自以为是的sb吗,陆压-道君,小赛艇跑得快
ZTE中兴智能手机,中国一下就有多少人失业,4087669833215973,-,三三201509,-
iPhone 5s,太好了 请继续支持！,4087669825041467,-,嗯嗯嗒啦怎么我又忘了,-
够快才畅快vivo X6,"消防整顿 不是证明了以前检查不细的过错吗？细思极恐<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xu-4d53192efb.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xu-4d53192efb.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xu-4d53192efb.png"" style=""width:1em;height:1em;;""></span>",4087669808017923,-,空指针没有异常,-
iPhone SE,"回复<a href='http://m.weibo.cn/n/溪上漂流'>@溪上漂流</a>:你祖宗一定是汉奸<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>会喊太君666的",4087669774425620,粉红蛆如愿以偿，然而它主子早已改变了态度，最近各种巴结美国,k91991469,溪上漂流
iPhone 7 Plus,乐天不管愿不愿意都要割地，愿意配合逃税贿赂少判点，不愿意配合一辈子关进去，自己都快难保了脑子里估计也不会有中国这里的损失，刀架脖子上的交易。什么时候幕后不敢明目张胆亮刀才是真正祖国厉害之时,4087669770670645,-,殇求分,-
iPhone 5s,难道国家的安全不是最重要的吗？有国才有家，工作没了可以再找，国家的安全必须要放在第一位。,4087669740827798,-,krystal晓呀晓,-
Android,"回复<a href='http://m.weibo.cn/n/凯乾福'>@凯乾福</a>:这么大年纪了还不如一群小孩知道的多<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087669728974160,小粉红，“国家会安排下岗职工的”。虽然国家并没有表这个态。,祝东风--,凯乾福
好玩不过魅蓝 Note3,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:中国让乐天关了？关门与不关门都影响不了国家的安全，也不是关了萨德就没了，只是乐天自己的对华政策罢了，你关心工人你有本事把自己的工资捐了散，捐个半年都服你，键盘侠？,4087669686636732,真是一帮蠢货，乐天关门你们高兴，那关门之后的中国员工呢？你们掏钱负责安顿吗？,MinBear6059075691,穿啥裤子都往下掉
魅族 PRO 5,这个事情教育我们，不要再买超市储值卡了。买的话尽量买国内厂家的。。。,4087669673241005,-,这个博主脑子有点傻缺,-
iPhone 6,"回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:以前抵制日货的时候，吉之岛关门了，但没过多久“永旺”就上线了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087669669303007,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,虫儿飞0虫儿肥,maliry98
乐2,回复<a href='http://m.weibo.cn/n/小鹿不喜欢套路'>@小鹿不喜欢套路</a>:那没办法   我有病怎么了   我有病你管的着,4087669639683260,回复<a href='http://m.weibo.cn/n/忆起呢喃细语'>@忆起呢喃细语</a>:睁开你的小眼睛看看。我这个号起码3年了，别动不动就拿自己的猜测当成事实，臆想症是病有空就多看看医生没坏处。,忆起呢喃细语,小鹿不喜欢套路
iPhone 6s,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:骗赞也要找对地方好么，快滚吧，,4087669631508683,你们有没有发现微博的赞变成蓝色了,罗罗罗罗yu,说个晚安
iPhone 7 Plus,"回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:这是你们平常吐槽白纸黑字记录的中国法律规定。哦，你们这些公知看见好的就选择性瞎眼，看见差的就集体高潮<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087669573116388,"<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>雇员都是本土的，人家在停业期间还要支付雇员薪资，活脱脱一幕，您不仁我还有义，安好。问好。",滕faifai,TONY3093-李诚涌
iPhone客户端,弱国无外交，落后就挨打。其实战乱才过去没多久，不要这么快就忘了痛！,4087669564178315,-,野马VV,-
Smartisan M1L,"<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png"" style=""width:1em;height:1em;;""></span>赞一个",4087669556177074,-,只要他还在主唱门面你们都别想,-
Android,"回复<a href='http://m.weibo.cn/n/溪上漂流'>@溪上漂流</a>:脑子是个好东西，你们全家都要有<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087669506532711,粉红蛆如愿以偿，然而它主子早已改变了态度，最近各种巴结美国,祝东风--,溪上漂流
够快才畅快vivo X6S,"回复<a href='http://m.weibo.cn/n/刘心丹'>@刘心丹</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>把反动黑子的微博都举报了一遍，虽然不知道有没有用但是我点得爽！",4087669505919568,评论有毒 这几个人的名字都看熟了 用尽生命在黑天朝,慕容紫英英英英,刘心丹
iPhone 6,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:你见过闹出来了乐天员工因失业而找不到工作的吗？你要真心疼她们就把她们接到你家里面，而不是抬起你的键盘去帮助他们,4087669493924086,真是一帮蠢货，乐天关门你们高兴，那关门之后的中国员工呢？你们掏钱负责安顿吗？,大房子Jasmine,穿啥裤子都往下掉
微博 weibo.com,回复<a href='http://m.weibo.cn/n/孔小孔1992'>@孔小孔1992</a>:流氓国家而已,4087669492868354,下岗下岗下岗你妹啊？国家到时候都没了你们还在为自己一些蝇头小利斤斤计较！告诉你们乐天没了肯定会有其他超市取而代之，这是市场规则，还一个个挺会说话的样子，傻x。,秋意炎炎的世界,孔小孔1992
够快才畅快vivo X6,这就是作的,4087669480977193,-,一个汤,-
杠杠牌💪小米手机5,干的漂亮，就是下面喷子太多,4087669472904772,-,观光小杠杠,-
OPPO R9,"希望中国这次面对萨德问题，可以团结一心坚持抵制一直下去，不要再被别人看扁，让他国看到一个nb的中国。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;;""></span>",4087669270861680,-,張文佐微博,-
iPhone 6s,没有国，哪来的你的小家呢，中国想要变好，还是需要所有人的共同努力，不乱扔垃圾，不破坏环境，多支持国产，让中国人素质越来越高，大家都团结一点，中国才会更好。一根筷子，他是能折断的，可我们10几亿筷子一起，谁能折断呢。,4087669263360773,-,可爱不可爱的白小妞,-
iPhone 5s,执法人员强打强拆！知法犯法！我们要的美丽厦门，竟是如此？亲爱的朋友兄弟姐妹们。老人目前很严重。医生说可能瘫痪。这件事情希望有相关部门能重视起来，逃避只会让人心寒。给老人一个安慰。希望早日康复🙏🙏🙏🙏🙏🙏🙏🙏<a href='http://m.weibo.cn/n/海沧身边事'>@海沧身边事</a> <a href='http://m.weibo.cn/n/海沧发布'>@海沧发布</a> <a href='http://m.weibo.cn/n/海沧生活网'>@海沧生活网</a>,4087669254643878,-,ChenyajunB,海沧身边事
iPhone 7 Plus,<a href='http://m.weibo.cn/n/Run_waHaHa'>@Run_waHaHa</a> 我也觉得评论有毒，有些不懂的喷子就会满嘴废话,4087669233062870,-,筝-HH,Run_waHaHa
iPhone 6s,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:我发现你妈上天了,4087669225228974,你们有没有发现微博的赞变成蓝色了,馮不等等,说个晚安
纤薄王者X5Max,算你识相，普天同庆，鞭炮齐鸣~~啦啦啦，今儿个真高兴~~,4087669225061178,-,满满细语,-
🌟🌟iPhone,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:我怀疑你是个傻子,4087669145674879,闹完之后，下岗的都是中国的员工,清澈打野,Kevin君格君格Durant
Smartisan M1L,"世界活广告……<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-bdd6ceb619.png"" style=""width:1em;height:1em;;""></span>",4087669141795143,-,D300S,-
iPhone 7 Plus,回复<a href='http://m.weibo.cn/n/V妙V笑'>@V妙V笑</a>:我真是不知道，那些说抵制个乐天就得挽救祖国吗的人是从哪个洞爬出来的，你不同意抵制乐天，当然可以，麻烦你附上你自己的更好的解决办法，再来BB，这不行那不行，就特么你行,4087669102759975,孰轻孰重网友分不清了？等到国没有了，更不用想去哪上班了。这可是军事战略，是国家安身立命的根本，没有了国家安全，我们什么都不是。,布迪步迪,V妙V笑
持久到离谱 魅蓝Note5,不去买东西是你的自由，那些打砸的要不得,4087669090545036,-,超级无敌小猛男,-
iPhone 6s Plus,回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:市场规则会有其他超市顶替 你不要操心了 你又不发钱 中国老板多的很,4087669090175624,没人管下岗职工的死活，他们只管&quot;爱国&quot;,桃小刀520,风无影134521
乐2,政府安顿超市员工？政治没学好吧…,4087669082984115,-,淅迟,-
iPhone 7 Plus,"天天就你们这些公知和媚外主义吓BB下岗问题，超市从来员工都是打短工的，真正失业的是那些高管和管理人员，她们在太平的时候赚着高于员工数倍的工资却一毛不拔，停业的时候却说公家不管底层员工，不过是为自己的利益找借口推动舆论压力，这种人才是真的恶心……至超市高管<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",4087669036346886,-,滕faifai,-
三星Galaxy Note Edge,抵制吧，以后继续闭关锁国，自给自足！,4087669035951890,-,有妳便是幸福,-
乐2,"不知道一口一个小粉红的人是不是走狗～<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>恶心～",4087668939756979,-,管家是只会说法语的猪,-
OPPO R7s,"其实作为一个曾经在百货超市里打过工的暑假工来说每家超市正式员工都缺好多人 正式员工也有好多都是干两三个月就走了 完全不用愁找不着在超市的工作<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_chanzui-ad3f4f182c.png"" style=""width:1em;height:1em;;""></span>",4087668901413103,-,未来很远阿你会一直在吗,-
iPhone 6s Plus,"回复<a href='http://m.weibo.cn/n/忆起呢喃细语'>@忆起呢喃细语</a>:中国呀、大家就靠你舍己为国了。不要光靠个嘴巴爱国、说话谁都会，有本事就干点实事吧。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png"" style=""width:1em;height:1em;;""></span>",4087668894209313,回复<a href='http://m.weibo.cn/n/小鹿不喜欢套路'>@小鹿不喜欢套路</a>:谁是键盘侠还指不定呢  话说回来  你哪国的,小鹿不喜欢套路,忆起呢喃细语
微博 HTML5 版,😡,4087668889229242,-,胡南0,-
iPhone 6s,"说没就业的我就想问了不会另谋他路？？？我国家这么强硬我很安心！赞<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zan-6e88e6f51d.png"" style=""width:1em;height:1em;;""></span>",4087668868117331,-,ME----错乱狂,-
华为Ascend G7,"了不得了不得，评论里那些大义凛然的“批判家”们简直是当代鲁迅哦？化键盘为机枪突突突是吧？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png"" style=""width:1em;height:1em;;""></span>厉害，佩服，自叹不如，没有你们觉悟高，这污浊的世界不适合你们，赶紧升仙吧别担心人间的事了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png"" style=""width:1em;height:1em;;""></span>",4087668859834458,-,别人VN可以PENTA_KILL,-
iPhone 6s,"回复<a href='http://m.weibo.cn/n/大王Curtain'>@大王Curtain</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span>一看到激动了。评论错了，<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f9c28c70ef.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f9c28c70ef.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f9c28c70ef.png"" style=""width:1em;height:1em;;""></span>",4087668818591977,"回复<a href='http://m.weibo.cn/n/深深鍀笑'>@深深鍀笑</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_heixian-4cbb6a297e.png"" style=""width:1em;height:1em;;""></span>你怎么回复我的评论上了",深深鍀笑,大王Curtain
